Timestamp	Event	Path
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\comments\__pycache__\__init__.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\comments\__pycache__\comments.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\comments\__pycache__\comment_sheet.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\comments\__pycache__\author.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\comments\__pycache__\shape_writer.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\cell\__pycache__\_writer.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\worksheet\__pycache__\copier.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\writer\__pycache__\__init__.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\writer\__pycache__\excel.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\drawing\__pycache__\__init__.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\drawing\__pycache__\drawing.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\drawing\__pycache__\spreadsheet_drawing.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\drawing\__pycache__\image.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\chart\__pycache__\__init__.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\chart\__pycache__\area_chart.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\chart\__pycache__\_chart.cpython-311.pyc
02-09-2023 13:28	Security Breach	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\chart\__pycache__\_3d.cpython-311.pyc
02-09-2023 13:28	Security Breach	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\chart\__pycache__\marker.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\chart\__pycache__\layout.cpython-311.pyc
02-09-2023 13:28	Security Breach	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\chart\__pycache__\picture.cpython-311.pyc
02-09-2023 13:28	modified	C:/Users/Asus\AppData\Local\Programs\Python\Python311\Lib\site-packages\openpyxl\chart\__pycache__\shapes.cpython-311.pyc
